SalesKey,OrderID,OrderLineNumber,OrderDateKey,ShipDateKey,CustomerKey,GeographyKey,RegionKey,ProductKey,ChannelKey,SalesRepKey,SalesAmount,GrossSalesAmount,DiscountAmount,DiscountPct,Quantity,UnitPrice,CostAmount,ProfitAmount,ReturnedFlag
109,ORD-202401-00008,2,20240108,20240111,105,3,1,27,4,8,380.29,405.02,24.73,0.0611,1,405.02,341.4,38.89,0
110,ORD-202401-00010,1,20240108,20240112,80,13,5,18,2,11,194.48,199.81,5.33,0.0267,13,15.37,97.78,96.7,0
111,ORD-202401-00010,2,20240108,20240112,80,13,5,9,2,11,235.06,243.45,8.39,0.0345,9,27.05,143.12,91.93,0
112,ORD-202401-00024,1,20240108,20240112,93,11,4,4,2,3,5071.03,5369.63,298.6,0.0556,7,767.09,4343.42,727.61,0
113,ORD-202401-00024,2,20240108,20240112,93,11,4,13,2,3,172.01,178.65,6.64,0.0372,15,11.91,76.65,95.36,0
114,ORD-202401-00031,1,20240108,20240109,148,3,1,17,3,8,98.82,99.76,0.94,0.0094,8,12.47,46.41,52.41,0
115,ORD-202401-00031,2,20240108,20240109,148,3,1,20,3,8,114.98,117.39,2.41,0.0205,3,39.13,64.32,50.66,0
116,ORD-202401-00031,3,20240108,20240109,148,3,1,21,3,8,135.88,139.52,3.64,0.0261,2,69.76,85.91,49.98,0
117,ORD-202401-00031,4,20240108,20240109,148,3,1,6,3,8,672.77,701.94,29.17,0.0416,3,233.98,433.97,238.8,1
118,ORD-202401-00041,1,20240108,20240113,47,15,5,14,4,11,114.62,116.74,2.12,0.0181,13,8.98,53.77,60.85,0
119,ORD-202401-00041,2,20240108,20240113,47,15,5,26,4,11,1786.16,1881.88,95.72,0.0509,4,470.47,1458.71,327.45,0
120,ORD-202401-00053,1,20240108,20240110,21,12,4,27,4,3,385.63,409.91,24.28,0.0592,1,409.91,341.08,44.55,0
121,ORD-202401-00053,2,20240108,20240110,21,12,4,19,4,3,782.88,806.28,23.4,0.029,6,134.38,557.43,225.46,1
122,ORD-202401-00053,3,20240108,20240110,21,12,4,6,4,3,1083.8,1116.25,32.45,0.0291,5,223.25,717.49,366.31,0
123,ORD-202401-00081,1,20240108,20240111,112,9,3,27,4,5,399.61,415.89,16.28,0.0391,1,415.89,344.62,54.99,0
124,ORD-202401-00088,1,20240108,20240109,178,4,2,20,3,9,315.57,324.48,8.91,0.0275,8,40.56,169.96,145.61,0
125,ORD-202401-00090,1,20240108,20240113,256,4,2,8,2,10,631.76,651.85,20.09,0.0308,5,130.37,496.77,134.99,0
126,ORD-202401-00090,2,20240108,20240113,256,4,2,28,2,10,704.24,716.37,12.13,0.0169,3,238.79,616.46,87.78,0
127,ORD-202401-00090,3,20240108,20240113,256,4,2,6,2,10,851.74,876.36,24.62,0.0281,4,219.09,600.02,251.72,0
128,ORD-202401-00125,1,20240108,20240109,136,9,3,19,3,5,144.95,150.3,5.35,0.0356,1,150.3,93.57,51.38,0
129,ORD-202401-00135,1,20240108,20240112,210,14,5,21,3,1,427.81,444.12,16.31,0.0367,6,74.02,251.45,176.36,0
130,ORD-202401-00135,2,20240108,20240112,210,14,5,14,3,1,42.08,42.7,0.62,0.0144,5,8.54,19.8,22.29,0
131,ORD-202401-00153,1,20240108,20240112,83,6,2,26,4,9,909.48,958.96,49.48,0.0516,2,479.48,766.78,142.71,0
132,ORD-202401-00153,2,20240108,20240112,83,6,2,25,4,9,307.79,320.57,12.78,0.0399,1,320.57,243.45,64.34,0
133,ORD-202401-00006,1,20240109,20240112,119,15,5,27,4,1,1228.12,1255.68,27.56,0.0219,3,418.56,1000.81,227.31,0
134,ORD-202401-00006,2,20240109,20240112,119,15,5,23,4,1,1432.68,1508.74,76.06,0.0504,1,1508.74,1192.52,240.16,0
135,ORD-202401-00006,3,20240109,20240112,119,15,5,22,4,1,293.57,302.4,8.83,0.0292,3,100.8,170.05,123.52,0
136,ORD-202401-00059,1,20240109,20240110,93,11,4,5,4,4,2022.44,2088.78,66.34,0.0318,6,348.13,1451.69,570.75,0
137,ORD-202401-00059,2,20240109,20240110,93,11,4,3,4,4,1744.99,1812.99,68.0,0.0375,3,604.33,1355.26,389.73,0
138,ORD-202401-00077,1,20240109,20240111,7,5,2,24,3,10,1878.95,2004.1,125.15,0.0624,1,2004.1,1520.01,358.94,0
139,ORD-202401-00077,2,20240109,20240111,7,5,2,10,3,10,102.6,103.62,1.02,0.0098,6,17.27,62.24,40.36,0
140,ORD-202401-00077,3,20240109,20240111,7,5,2,1,3,10,564.89,578.86,13.97,0.0241,2,289.43,398.48,166.41,0
141,ORD-202401-00102,1,20240109,20240110,1,11,4,23,3,3,1445.71,1497.69,51.98,0.0347,1,1497.69,1135.94,309.77,0
142,ORD-202401-00121,1,20240109,20240112,18,10,4,17,1,3,131.38,132.99,1.61,0.0121,11,12.09,65.0,66.38,0
143,ORD-202401-00121,2,20240109,20240112,18,10,4,26,1,3,2330.56,2407.3,76.74,0.0319,5,481.46,1837.41,493.16,0
144,ORD-202401-00139,1,20240109,20240113,236,10,4,26,4,3,951.79,990.24,38.45,0.0388,2,495.12,692.88,258.91,0
145,ORD-202401-00139,2,20240109,20240113,236,10,4,21,4,3,484.47,497.28,12.81,0.0258,6,82.88,255.62,228.86,0
146,ORD-202401-00166,1,20240109,20240110,229,7,3,11,3,5,84.21,86.84,2.63,0.0302,4,21.71,52.17,32.04,0
147,ORD-202401-00168,1,20240109,20240111,112,9,3,23,3,5,4237.6,4420.83,183.23,0.0414,3,1473.61,3318.0,919.6,0
148,ORD-202401-00168,2,20240109,20240111,112,9,3,8,3,5,115.03,117.68,2.65,0.0225,1,117.68,93.6,21.43,0
149,ORD-202401-00020,1,20240110,20240113,159,7,3,11,1,5,174.16,174.16,0.0,0.0,8,21.77,101.89,72.27,0
150,ORD-202401-00020,2,20240110,20240113,159,7,3,1,1,5,886.43,911.43,25.0,0.0274,3,303.81,573.92,312.5,0
151,ORD-202401-00020,3,20240110,20240113,159,7,3,2,1,5,633.86,650.2,16.34,0.0251,4,162.55,458.37,175.48,0
152,ORD-202401-00030,1,20240110,20240112,149,9,3,14,3,5,101.77,104.78,3.01,0.0287,13,8.06,54.8,46.97,0
153,ORD-202401-00046,1,20240110,20240114,87,12,4,16,4,12,101.86,105.21,3.35,0.0318,7,15.03,74.95,26.92,0
154,ORD-202401-00046,2,20240110,20240114,87,12,4,13,4,12,32.31,32.31,0.0,0.0,3,10.77,14.99,17.32,0
155,ORD-202401-00067,1,20240110,20240113,20,14,5,19,3,2,420.24,445.71,25.47,0.0571,3,148.57,287.24,133.01,0
156,ORD-202401-00067,2,20240110,20240113,20,14,5,23,3,2,2941.64,3118.82,177.18,0.0568,2,1559.41,2177.42,764.22,0
157,ORD-202401-00076,1,20240110,20240113,184,14,5,15,1,2,232.75,240.36,7.61,0.0316,12,20.03,166.47,66.29,0
158,ORD-202401-00076,2,20240110,20240113,184,14,5,28,1,2,458.93,472.18,13.25,0.0281,2,236.09,372.78,86.15,0
159,ORD-202401-00089,1,20240110,20240112,245,1,1,18,1,8,220.49,225.82,5.33,0.0236,14,16.13,106.24,114.24,0
160,ORD-202401-00089,2,20240110,20240112,245,1,1,6,1,8,1066.07,1105.7,39.63,0.0358,5,221.14,715.49,350.58,0
161,ORD-202401-00089,3,20240110,20240112,245,1,1,16,1,8,260.89,268.09,7.2,0.0268,17,15.77,175.22,85.68,0
162,ORD-202401-00143,1,20240110,20240112,208,10,4,21,3,12,216.37,221.19,4.82,0.0218,3,73.73,122.1,94.27,0
163,ORD-202401-00172,1,20240110,20240115,20,14,5,13,2,1,222.44,229.8,7.36,0.032,20,11.49,99.88,122.56,0
164,ORD-202401-00172,2,20240110,20240115,20,14,5,15,2,1,286.73,298.5,11.77,0.0394,15,19.9,196.95,89.78,0
165,ORD-202401-00172,3,20240110,20240115,20,14,5,21,2,1,636.24,664.2,27.96,0.0421,9,73.8,371.5,264.74,0
166,ORD-202401-00012,1,20240111,20240113,100,15,5,20,1,2,179.75,179.75,0.0,0.0,5,35.95,100.67,79.08,0
167,ORD-202401-00012,2,20240111,20240113,100,15,5,15,1,2,240.05,245.84,5.79,0.0236,14,17.56,189.07,50.98,0
168,ORD-202401-00039,1,20240111,20240112,11,13,5,1,3,1,580.45,597.32,16.87,0.0282,2,298.66,377.69,202.76,0
169,ORD-202401-00039,2,20240111,20240112,11,13,5,22,3,1,476.22,498.75,22.53,0.0452,5,99.75,284.13,192.09,0
170,ORD-202401-00048,1,20240111,20240112,186,3,1,8,3,8,382.42,400.35,17.93,0.0448,3,133.45,287.66,94.76,0
171,ORD-202401-00069,1,20240111,20240113,99,8,3,6,4,6,825.73,829.12,3.39,0.0041,4,207.28,569.35,256.38,0
172,ORD-202401-00071,1,20240111,20240113,128,7,3,28,3,5,458.13,478.82,20.69,0.0432,2,239.41,378.56,79.56,0
173,ORD-202401-00071,2,20240111,20240113,128,7,3,3,3,5,3136.57,3337.55,200.98,0.0602,5,667.51,2390.25,746.32,0
174,ORD-202401-00083,1,20240111,20240113,203,15,5,8,3,11,379.66,393.72,14.06,0.0357,3,131.24,280.83,98.83,0
175,ORD-202401-00083,2,20240111,20240113,203,15,5,15,3,11,137.49,139.86,2.37,0.017,7,19.98,97.28,40.2,0
176,ORD-202401-00083,3,20240111,20240113,203,15,5,9,3,11,222.29,230.08,7.79,0.0338,8,28.76,120.88,101.41,0
177,ORD-202401-00083,4,20240111,20240113,203,15,5,18,3,11,112.92,117.2,4.28,0.0365,8,14.65,58.72,54.2,0
178,ORD-202401-00096,1,20240111,20240114,59,15,5,22,4,1,397.36,419.52,22.16,0.0528,4,104.88,228.64,168.72,0
179,ORD-202401-00096,2,20240111,20240114,59,15,5,15,4,1,128.31,130.2,1.89,0.0146,6,21.7,83.72,44.58,0
180,ORD-202401-00171,1,20240111,20240115,29,5,2,10,1,10,205.59,209.55,3.96,0.0189,11,19.05,114.56,91.02,0
181,ORD-202401-00016,1,20240112,20240117,109,12,4,9,3,12,210.94,217.14,6.2,0.0285,7,31.02,108.73,102.21,0
182,ORD-202401-00100,1,20240112,20240118,194,7,3,10,2,5,406.03,414.7,8.67,0.0209,22,18.85,213.26,192.76,0
183,ORD-202401-00126,1,20240112,20240116,194,7,3,24,4,5,5743.39,5896.65,153.26,0.026,3,1965.55,4460.32,1283.06,0
184,ORD-202401-00126,2,20240112,20240116,194,7,3,21,4,5,286.39,291.8,5.41,0.0185,4,72.95,160.72,125.67,0
185,ORD-202401-00129,1,20240112,20240117,28,10,4,5,4,12,370.89,379.95,9.06,0.0238,1,379.95,238.4,132.49,0
186,ORD-202401-00129,2,20240112,20240117,28,10,4,13,4,12,134.93,135.72,0.79,0.0058,12,11.31,60.31,74.62,0
187,ORD-202401-00149,1,20240112,20240115,120,15,5,17,4,1,164.64,171.15,6.51,0.038,15,11.41,84.86,79.79,0
188,ORD-202401-00149,2,20240112,20240115,120,15,5,2,4,1,649.8,670.36,20.56,0.0307,4,167.59,447.69,202.11,0
189,ORD-202401-00034,1,20240113,20240115,19,9,3,22,3,5,562.81,574.44,11.63,0.0202,6,95.74,340.91,221.89,0
190,ORD-202401-00034,2,20240113,20240115,19,9,3,18,3,5,86.49,88.14,1.65,0.0187,6,14.69,45.57,40.92,0
191,ORD-202401-00035,1,20240113,20240120,23,11,4,1,2,3,1135.45,1173.2,37.75,0.0322,4,293.3,740.92,394.53,0
192,ORD-202401-00035,2,20240113,20240120,23,11,4,17,2,3,217.28,223.38,6.1,0.0273,18,12.41,104.96,112.33,0
193,ORD-202401-00130,1,20240113,20240115,151,8,3,24,3,6,5649.71,5697.45,47.74,0.0084,3,1899.15,4519.89,1129.82,0
194,ORD-202401-00130,2,20240113,20240115,151,8,3,23,3,6,1308.65,1365.88,57.23,0.0419,1,1365.88,1128.21,180.44,0
195,ORD-202401-00161,1,20240113,20240114,195,6,2,23,3,9,2969.59,3087.46,117.87,0.0382,2,1543.73,2344.82,624.77,0
196,ORD-202401-00161,2,20240113,20240114,195,6,2,7,3,9,1038.73,1096.6,57.87,0.0528,1,1096.6,823.52,215.21,0
197,ORD-202401-00068,1,20240114,20240117,28,10,4,12,1,12,152.86,155.97,3.11,0.0199,9,17.33,77.03,75.83,0
198,ORD-202401-00068,2,20240114,20240117,28,10,4,24,1,12,1897.73,1938.74,41.01,0.0212,1,1938.74,1449.67,448.07,0
199,ORD-202401-00091,1,20240114,20240118,135,15,5,18,3,2,174.41,181.2,6.79,0.0375,12,15.1,92.19,82.21,0
200,ORD-202401-00095,1,20240114,20240119,56,15,5,1,2,1,1415.16,1515.7,100.54,0.0663,5,303.14,953.79,461.37,0
201,ORD-202401-00095,2,20240114,20240119,56,15,5,20,2,1,544.53,572.8,28.27,0.0493,16,35.8,337.64,206.9,0
202,ORD-202401-00113,1,20240114,20240117,130,5,2,25,3,10,1289.93,1342.92,52.99,0.0395,4,335.73,951.68,338.25,0
